1.799741,3.164158,1
-0.410929,2.307530,1
2.143518,1.596201,1
-1.804847,2.223412,1
1.358281,1.473061,1
-2.245390,3.466967,1
0.555520,3.875681,1
-0.178150,1.537271,1
2.008588,2.759751,1
1.680470,3.390954,1
-1.433068,1.993335,1
-1.644297,1.913027,1
0.853018,2.125820,1
0.076481,2.933056,1
-1.233048,4.030464,1
-0.045979,1.716251,1
-0.662229,2.137384,1
4.502463,4.158988,1
0.655235,1.090733,1
0.655425,3.366578,1
1.477894,0.766971,1
0.681676,1.444289,1
-0.870312,1.536913,1
-1.699091,2.088184,1
-0.675510,2.408751,1
2.324780,3.146465,1
0.855155,3.449243,1
-2.472714,2.239106,1
-1.711920,1.649052,1
-0.246473,2.602284,1
-2.473694,1.333899,1
2.378115,2.401789,1
-3.182624,3.084637,1
-0.802552,2.076028,1
2.510736,4.550488,1
0.410675,1.974143,1
1.358867,1.109329,1
1.332287,4.386317,1
0.889334,0.882484,1
-0.036678,3.471531,1
-4.083221,2.596459,1
1.771044,4.114056,1
2.076055,1.887177,1
3.039495,2.040884,1
-1.610318,0.899927,1
-1.281076,2.026329,1
-0.650011,3.551384,1
-2.333237,3.113380,1
1.000179,2.463534,1
-1.606769,3.320420,1
-0.040542,3.969912,1
2.505764,1.711680,1
-3.161195,3.553560,1
0.085977,2.558079,1
1.769678,2.344869,1
3.426162,2.936743,1
-0.104454,2.085993,1
2.228195,5.053167,1
-1.736160,2.425967,1
0.742749,3.599816,1
0.123578,3.065154,1
1.290462,3.628067,1
0.046019,1.231848,1
-1.971912,2.788601,1
2.047761,5.034908,1
2.203225,3.835003,1
0.852037,2.559393,1
-0.596803,3.777045,1
-1.037940,2.493000,1
-3.079736,3.102321,1
0.547442,2.563500,1
-0.045068,3.389231,1
0.864839,1.777054,1
-1.210203,2.392349,1
-1.863803,1.575067,1
1.630438,2.275443,1
-0.863666,2.388760,1
-0.940537,0.329148,1
0.353804,1.710658,1
-1.053072,1.334770,1
-1.007035,3.110418,1
0.983725,1.567988,1
2.224713,3.989932,1
0.986422,3.912372,1
-2.394942,2.672127,1
1.410717,2.911691,1
1.207944,2.028391,1
0.921009,3.198095,1
0.325573,1.921542,1
-0.121435,4.416918,1
-0.557951,1.933770,1
2.788525,2.112365,1
-2.556583,0.491565,1
-1.509301,4.179138,1
0.690046,0.467613,1
-2.240575,2.924801,1
4.499592,2.107349,1
0.894282,3.507238,1
0.171546,2.232433,1
1.061232,2.841760,1
-0.359753,2.245559,1
1.332951,2.284143,1
1.613928,1.303694,1
0.828072,3.013592,1
-1.928882,1.679087,1
-0.978264,3.555409,1
-1.084224,2.531901,1
-1.026307,1.863439,1
-1.616890,4.211352,1
-2.500796,2.599166,1
-1.716228,4.234319,1
-0.008035,1.612768,1
-0.360432,3.101375,1
-0.268569,2.608225,1
3.403696,4.667349,1
-0.421248,3.296765,1
-1.205371,2.870328,1
0.474731,2.483808,1
-0.739686,2.525490,1
-1.885563,2.887702,1
-2.092668,-4.300605,2
-1.152083,-3.477583,2
-1.608634,-3.964828,2
-3.045451,-2.262832,2
-2.305460,-1.796640,2
-3.364910,-1.689441,2
-2.723279,-1.742062,2
-2.461864,-1.522047,2
-4.350206,0.221826,2
-3.082999,-0.841073,2
-2.222678,-3.343805,2
-2.855072,-0.699073,2
-3.102950,-2.002699,2
-3.887097,-1.733684,2
-3.021026,-0.629785,2
-1.908208,-2.798856,2
-2.588146,-2.357382,2
-1.977708,-2.777339,2
-2.535890,-1.376954,2
-3.197864,-0.944829,2
-2.865599,-1.644120,2
-1.831108,-0.301515,2
-1.710250,-1.644548,2
-0.718751,-2.789531,2
-2.922402,-1.765909,2
-4.631356,-0.535920,2
-3.097076,-2.742652,2
-4.629783,-0.531134,2
-4.442335,-2.009470,2
-2.316968,-0.642426,2
-2.523690,-1.281375,2
-0.596464,-3.827307,2
